_link,_link_releases,_link_main,id,title,description,status,value_amount,value_currency,submissionTerms_electronicSubmissionPolicy
0.releases.643.tender.lots.3,0.releases.643,0,2,Supply and Install Backup Water Pump and Related Accessories,,active,21060000,RWF,allowed
0.releases.644.tender.lots.0,0.releases.644,0,1,Hiring a local transportation Company for RMI Staff for period of one year,Hiring a local transportation Company for RMI Staff for period of one year,active,6983168,RWF,allowed
0.releases.645.tender.lots.0,0.releases.645,0,1,Design and Build proposed beautifications at Amahoro Stadium,A,active,842345414,RWF,allowed
0.releases.648.tender.lots.0,0.releases.648,0,1,Provision of Hotel and Restaurant services for workshops and conferences,Provision of Hotel and Restaurant services for workshops and conferences,active,24725583,RWF,allowed
0.releases.649.tender.lots.0,0.releases.649,0,1,Framework contract for Provision of Hospital Vehicle Maintenance Service,Framework contract for Provision of Hospital Vehicle Maintenance Service,active,107340002,RWF,allowed
0.releases.653.tender.lots.0,0.releases.653,0,1,Provision of Maintenance and repair of vehicles in RUSIZI for RRA (Framework contract). ,Provision of Maintenance and repair of vehicles in RUSIZI for RRA (Framework contract). ,active,7000000,RWF,allowed
0.releases.654.tender.lots.0,0.releases.654,0,1,"Annual supply and installation of office furnitures to RRA (Meeting, Discussion and Conference Furnitures) (Framework contract).  ",,active,500000000,RWF,allowed
0.releases.656.tender.lots.0,0.releases.656,0,1,Lot 1: Karongi-Rutsiro,"Construction of  Latrines for Schools, Public places and Health facilities",active,717519475,RWF,allowed
0.releases.656.tender.lots.1,0.releases.656,0,2,Lot 2: Gatsibo-Kayonza,"Construction of  Latrines for Schools, Public places and Health facilities",active,717519475,RWF,allowed
0.releases.656.tender.lots.2,0.releases.656,0,3,Lot 3: Huye-Gisagara,"Construction of  Latrines for Schools, Public places and Health facilities",active,717519475,RWF,allowed
0.releases.656.tender.lots.3,0.releases.656,0,4,Lot 4: Gicumbi-Nyaruguru,"Construction of  Latrines for Schools, Public places and Health facilities",active,717519475,RWF,allowed
0.releases.657.tender.lots.0,0.releases.657,0,1,Provision of necessary needs to Transit center,,active,93951823,RWF,allowed
0.releases.657.tender.lots.1,0.releases.657,0,1,Provision of necessary needs to Transit center,,active,93951823,RWF,allowed
0.releases.658.tender.lots.0,0.releases.658,0,1,"Supply of construction materials, which includes the installation of electrical equipment and water tanks in schools of Gasabo District",,active,39041627,RWF,allowed
0.releases.658.tender.lots.1,0.releases.658,0,2,"Supply of construction materials, which includes the installation of electrical equipment and water tanks in schools of Kicukiro District",,active,52055503,RWF,allowed
0.releases.658.tender.lots.2,0.releases.658,0,3,"Supply of construction materials, which includes the installation of electrical equipment and water tanks in schools of Nyarugenge District",,active,115414043,RWF,allowed
0.releases.658.tender.lots.3,0.releases.658,0,1,"Supply of construction materials, which includes the installation of electrical equipment and water tanks in schools of Gasabo District",,active,39041627,RWF,allowed
0.releases.658.tender.lots.4,0.releases.658,0,2,"Supply of construction materials, which includes the installation of electrical equipment and water tanks in schools of Kicukiro District",,active,52055503,RWF,allowed
0.releases.658.tender.lots.5,0.releases.658,0,3,"Supply of construction materials, which includes the installation of electrical equipment and water tanks in schools of Nyarugenge District",,active,115414043,RWF,allowed
0.releases.659.tender.lots.0,0.releases.659,0,1,SUPPLY AND INSTALLATION  OF DRAINAGE CHANNEL COVERS  ON PLAYGROUND FACILITIES FOR 4 TVET SCHOOLS ON BORDERS IN NYAGATARE AND GICUMBI DISTRICT,SUPPLY AND INSTALLATION  OF DRAINAGE CHANNEL COVERS  ON PLAYGROUND FACILITIES FOR 4 TVET SCHOOLS ON BORDERS IN NYAGATARE AND GICUMBI DISTRICT,active,14575600,RWF,allowed
0.releases.660.tender.lots.0,0.releases.660,0,1,Maintenance of Laboratory information system at NRL,Maintenance of Laboratory information system at NRL,active,50000000,RWF,allowed
0.releases.661.tender.lots.0,0.releases.661,0,1,Purchase of Office Equipments,,active,1930000,RWF,allowed
0.releases.662.tender.lots.0,0.releases.662,0,1,Provision of advertising and media services to promote GoR activities(COMMUNICATION MEDIA AND CREATIVE AGENCY SERVICES),Provision of advertising and media services to promote GoR activities(COMMUNICATION MEDIA AND CREATIVE AGENCY SERVICES),active,2250000000,RWF,allowed
0.releases.663.tender.lots.0,0.releases.663,0,1,Supply of kitchenware materials and other refreshment items,,active,20000000,RWF,allowed
0.releases.664.tender.lots.0,0.releases.664,0,1,Maintenance of Speed governors for RCS Vehicles,Maintenance of Speed governors for RCS Vehicles,active,4590000,RWF,allowed
0.releases.665.tender.lots.0,0.releases.665,0,1,ACQUISITION MATERIALS FOR ISOLATION FOR RCS 2024-2025,,active,9306000,RWF,allowed
0.releases.666.tender.lots.0,0.releases.666,0,1,Supply of office stationary and consumables,,active,8000000,RWF,allowed
0.releases.667.tender.lots.0,0.releases.667,0,2,"Tender for airing Radio/TV programs, and adverts, and announcement",Airing TV Spot and TV Programs,active,345680000,RWF,allowed
0.releases.669.tender.lots.0,0.releases.669,0,2,"Tender for airing Radio/TV programs, and adverts, and announcement",Airing TV Spot and TV Programs,active,345680000,RWF,allowed
0.releases.670.tender.lots.0,0.releases.670,0,1,Tailoring consumables for Musanze cf,,active,8606800,RWF,allowed
0.releases.670.tender.lots.1,0.releases.670,0,2,Hairdressing consumable for Musanze cf,,active,10630500,RWF,allowed
0.releases.670.tender.lots.2,0.releases.670,0,3,Construction consumables for Ngoma cf,,active,12036700,RWF,allowed
0.releases.670.tender.lots.3,0.releases.670,0,4,construction consumables for Nyagatare cf,,active,7616000,RWF,allowed
0.releases.670.tender.lots.4,0.releases.670,0,5,Hairdressing consumables for Nyagatare cf,,active,5600900,RWF,allowed
0.releases.670.tender.lots.5,0.releases.670,0,6,Tailoring consumables for Ngoma cf,,active,5213400,RWF,allowed
0.releases.670.tender.lots.6,0.releases.670,0,7,Veterenary consumables for Nyamagabe cf ,,active,6482000,RWF,allowed
0.releases.670.tender.lots.7,0.releases.670,0,8,Tailoring consumables for Rusizi cf,,active,3712500,RWF,allowed
0.releases.670.tender.lots.8,0.releases.670,0,9,Construction consumables for Gicumbi cf,,active,7709800,RWF,allowed
0.releases.670.tender.lots.9,0.releases.670,0,10,Agriculture consumables for Nyamagabe cf,,active,4740000,RWF,allowed
0.releases.670.tender.lots.10,0.releases.670,0,11,Welding consumables for Muhanaga cf,,active,15360800,RWF,allowed
0.releases.670.tender.lots.11,0.releases.670,0,12,Construction consumables for Muhanga cf,,active,7576600,RWF,allowed
0.releases.670.tender.lots.12,0.releases.670,0,13,Tailoring consumables for Nyagatare cf,,active,5213400,RWF,allowed
0.releases.670.tender.lots.13,0.releases.670,0,14,Welding consumables for Nyagatare cf,,active,6547800,RWF,allowed
0.releases.670.tender.lots.14,0.releases.670,0,15,Crpentery consumables for  Nyagatare cf ,,active,1675000,RWF,allowed
0.releases.671.tender.lots.0,0.releases.671,0,1,Purchase of milk for sectors employees,,active,50000000,RWF,allowed
0.releases.672.tender.lots.0,0.releases.672,0,1,Purchase of milk for sectors employees,,active,50000000,RWF,allowed
0.releases.673.tender.lots.0,0.releases.673,0,2,"Tender for airing Radio/TV programs, and adverts, and announcement",Airing TV Spot and TV Programs,active,345680000,RWF,allowed
0.releases.674.tender.lots.0,0.releases.674,0,1,Tailoring consumables for Musanze cf,,active,8606800,RWF,allowed
0.releases.674.tender.lots.1,0.releases.674,0,2,Hairdressing consumable for Musanze cf,,active,10630500,RWF,allowed
0.releases.674.tender.lots.2,0.releases.674,0,3,Construction consumables for Ngoma cf,,active,12036700,RWF,allowed
0.releases.674.tender.lots.3,0.releases.674,0,4,construction consumables for Nyagatare cf,,active,7616000,RWF,allowed
0.releases.674.tender.lots.4,0.releases.674,0,5,Hairdressing consumables for Nyagatare cf,,active,5600900,RWF,allowed
0.releases.674.tender.lots.5,0.releases.674,0,6,Tailoring consumables for Ngoma cf,,active,5213400,RWF,allowed
0.releases.674.tender.lots.6,0.releases.674,0,7,Veterenary consumables for Nyamagabe cf ,,active,6482000,RWF,allowed
0.releases.674.tender.lots.7,0.releases.674,0,8,Tailoring consumables for Rusizi cf,,active,3712500,RWF,allowed
0.releases.674.tender.lots.8,0.releases.674,0,9,Construction consumables for Gicumbi cf,,active,7709800,RWF,allowed
0.releases.674.tender.lots.9,0.releases.674,0,10,Agriculture consumables for Nyamagabe cf,,active,4740000,RWF,allowed
0.releases.674.tender.lots.10,0.releases.674,0,11,Welding consumables for Muhanaga cf,,active,15360800,RWF,allowed
0.releases.674.tender.lots.11,0.releases.674,0,12,Construction consumables for Muhanga cf,,active,7576600,RWF,allowed
0.releases.674.tender.lots.12,0.releases.674,0,13,Tailoring consumables for Nyagatare cf,,active,5213400,RWF,allowed
0.releases.674.tender.lots.13,0.releases.674,0,14,Welding consumables for Nyagatare cf,,active,6547800,RWF,allowed
0.releases.674.tender.lots.14,0.releases.674,0,15,Crpentery consumables for  Nyagatare cf ,,active,1675000,RWF,allowed
0.releases.675.tender.lots.0,0.releases.675,0,1,Provision of television services to Nyabibu District,Provision of television services to Nyabibu District,active,9300000,RWF,allowed
0.releases.675.tender.lots.1,0.releases.675,0,2,Provision of radio services to Nyabihu District ,Provision of radio services to Nyabihu District ,active,9300000,RWF,allowed
0.releases.676.tender.lots.0,0.releases.676,0,1,Supervision of construction works  of Parliament Commissions’ Block,Consultancy Services,active,350000000,RWF,allowed
0.releases.677.tender.lots.0,0.releases.677,0,1,Tender for Construction of livestock market Giheke sector in Rusizi District,Buildings,active,49798450,RWF,allowed
0.releases.678.tender.lots.0,0.releases.678,0,1,Tailoring consumables for Musanze cf,,active,8606800,RWF,allowed
0.releases.678.tender.lots.1,0.releases.678,0,2,Hairdressing consumable for Musanze cf,,active,10630500,RWF,allowed
0.releases.678.tender.lots.2,0.releases.678,0,3,Construction consumables for Ngoma cf,,active,12036700,RWF,allowed
0.releases.678.tender.lots.3,0.releases.678,0,4,construction consumables for Nyagatare cf,,active,7616000,RWF,allowed
0.releases.678.tender.lots.4,0.releases.678,0,5,Hairdressing consumables for Nyagatare cf,,active,5600900,RWF,allowed
0.releases.678.tender.lots.5,0.releases.678,0,6,Tailoring consumables for Ngoma cf,,active,5213400,RWF,allowed
0.releases.678.tender.lots.6,0.releases.678,0,7,Veterenary consumables for Nyamagabe cf ,,active,6482000,RWF,allowed
0.releases.678.tender.lots.7,0.releases.678,0,8,Tailoring consumables for Rusizi cf,,active,3712500,RWF,allowed
0.releases.678.tender.lots.8,0.releases.678,0,9,Construction consumables for Gicumbi cf,,active,7709800,RWF,allowed
0.releases.678.tender.lots.9,0.releases.678,0,10,Agriculture consumables for Nyamagabe cf,,active,4740000,RWF,allowed
0.releases.678.tender.lots.10,0.releases.678,0,11,Welding consumables for Muhanaga cf,,active,15360800,RWF,allowed
0.releases.678.tender.lots.11,0.releases.678,0,12,Construction consumables for Muhanga cf,,active,7576600,RWF,allowed
0.releases.678.tender.lots.12,0.releases.678,0,13,Tailoring consumables for Nyagatare cf,,active,5213400,RWF,allowed
0.releases.678.tender.lots.13,0.releases.678,0,14,Welding consumables for Nyagatare cf,,active,6547800,RWF,allowed
0.releases.678.tender.lots.14,0.releases.678,0,15,Crpentery consumables for  Nyagatare cf ,,active,1675000,RWF,allowed
0.releases.679.tender.lots.0,0.releases.679,0,1,Framework contract for transportation and management of medical and non medical waste,Framework contract for transportation and management of medical and non medical waste,active,15063400,RWF,allowed
0.releases.681.tender.lots.0,0.releases.681,0,1,Framework contract for regular maintenance of all Government Buildings located countrywide (Lot9: Storied Building (G+2) and above /Nothern Province),D,active,300000000,RWF,allowed
0.releases.683.tender.lots.0,0.releases.683,0,2,"Tender for airing Radio/TV programs, and adverts, and announcement",Airing TV Spot and TV Programs,active,345680000,RWF,allowed
0.releases.684.tender.lots.0,0.releases.684,0,2,"Tender for airing Radio/TV programs, and adverts, and announcement",Airing TV Spot and TV Programs,active,345680000,RWF,allowed
0.releases.685.tender.lots.0,0.releases.685,0,2,"Tender for airing Radio/TV programs, and adverts, and announcement",Airing TV Spot and TV Programs,active,345680000,RWF,allowed
0.releases.686.tender.lots.0,0.releases.686,0,2,"Tender for airing Radio/TV programs, and adverts, and announcement",Airing TV Spot and TV Programs,active,345680000,RWF,allowed
0.releases.687.tender.lots.0,0.releases.687,0,1,Supply of IT training consumables,,active,25000000,RWF,allowed
0.releases.687.tender.lots.1,0.releases.687,0,1,Supply of IT training consumables,,active,25000000,RWF,allowed
0.releases.688.tender.lots.0,0.releases.688,0,2,"Tender for airing Radio/TV programs, and adverts, and announcement",Airing TV Spot and TV Programs,active,345680000,RWF,allowed
0.releases.689.tender.lots.0,0.releases.689,0,2,"Tender for airing Radio/TV programs, and adverts, and announcement",Airing TV Spot and TV Programs,active,345680000,RWF,allowed
0.releases.691.tender.lots.0,0.releases.691,0,2,"Tender for airing Radio/TV programs, and adverts, and announcement",Airing TV Spot and TV Programs,active,345680000,RWF,allowed
0.releases.692.tender.lots.0,0.releases.692,0,1,Maintenance of public lightings in Gatsibo District,Works ,active,60000000,RWF,allowed
0.releases.693.tender.lots.0,0.releases.693,0,1,Tender for maintenance of waste water treatment plant in Gacuriro real estate and IDP models,Tender for maintenance of waste water treatment plant in Gacuriro real estate and IDP models,active,153000000,RWF,allowed
0.releases.694.tender.lots.0,0.releases.694,0,3,Supply of Cleaning& Hygiene materials ( LOT 3),,active,68094208,RWF,allowed
0.releases.694.tender.lots.1,0.releases.694,0,1,Supply of Cleaning& Hygiene materials (LOT 1),,active,30000000,RWF,allowed
0.releases.694.tender.lots.2,0.releases.694,0,2,Supply of Cleaning& Hygiene materials ( LOT 2),,active,90000000,RWF,allowed
0.releases.694.tender.lots.3,0.releases.694,0,3,Supply of Cleaning& Hygiene materials ( LOT 3),,active,68094208,RWF,allowed
0.releases.695.tender.lots.0,0.releases.695,0,1,Supply of sand for construction of retaining walls in schools on framework contract of Gasabo District,,active,186377478,RWF,allowed
0.releases.695.tender.lots.1,0.releases.695,0,2,Supply of sand for construction of retaining walls in schools on framework contract of Kicukiro District,,active,27353427,RWF,allowed
0.releases.695.tender.lots.2,0.releases.695,0,3,Supply of sand for construction of retaining walls in schools on framework contract of Nyarugenge District,,active,37610962,RWF,allowed
0.releases.695.tender.lots.3,0.releases.695,0,1,Supply of sand for construction of retaining walls in schools on framework contract of Gasabo District,,active,186377478,RWF,allowed
0.releases.695.tender.lots.4,0.releases.695,0,2,Supply of sand for construction of retaining walls in schools on framework contract of Kicukiro District,,active,27353427,RWF,allowed
0.releases.695.tender.lots.5,0.releases.695,0,3,Supply of sand for construction of retaining walls in schools on framework contract of Nyarugenge District,,active,37610962,RWF,allowed
0.releases.697.tender.lots.0,0.releases.697,0,1,Annual Maintenance of RRA Data Center (Frame work Contract),LOT1: COOLING SYSTEM AND ELECTRICAL MATERIALS ,active,101000000,RWF,allowed
0.releases.697.tender.lots.1,0.releases.697,0,2,Annual Maintenance of RRA Data Center (Frame work Contract),Lot 2: FIRE DETECTION AND SUPPRESSION SYSTEM ,active,49000000,RWF,allowed
0.releases.698.tender.lots.0,0.releases.698,0,1,"Provision of Printing services (Banners, Books, Booklets and different binding documents..)",Printing services ,active,6800000,RWF,allowed
0.releases.699.tender.lots.0,0.releases.699,0,1,Supply of sand for construction of retaining walls in schools on framework contract of Gasabo District,,active,186377478,RWF,allowed
0.releases.699.tender.lots.1,0.releases.699,0,2,Supply of sand for construction of retaining walls in schools on framework contract of Kicukiro District,,active,27353427,RWF,allowed
