_link,_link_releases,_link_main,id,relationship,title,scheme,identifier
0.releases.983.relatedProcesses.0,0.releases.983,0,P000019/2024/2025/2305000000,planning,"Provision of Content Production, Television and Radio Broadcasting Services",ocid,ocds-ozzobm-P000019/2024/2025/2305000000
0.releases.984.relatedProcesses.0,0.releases.984,0,P000019/2024/2025/2305000000,planning,"Provision of Content Production, Television and Radio Broadcasting Services",ocid,ocds-ozzobm-P000019/2024/2025/2305000000
0.releases.985.relatedProcesses.0,0.releases.985,0,P000072/2020/2021/0901000000,planning,Irrigation development for Mahama 2,ocid,ocds-ozzobm-P000072/2020/2021/0901000000
0.releases.986.relatedProcesses.0,0.releases.986,0,P000038/2025/2026/1202000000,planning,Hiring of individual consultant to conduct the 2025/26 User Satisfaction Survey.,ocid,ocds-ozzobm-P000038/2025/2026/1202000000
0.releases.987.relatedProcesses.0,0.releases.987,0,P000016/2025/2026/4700003001,planning,500lph Drinking Water Purification Plant,ocid,ocds-ozzobm-P000016/2025/2026/4700003001
0.releases.988.relatedProcesses.0,0.releases.988,0,P000036/2025/2026/4800003002,planning,Purchase and Supply of  Dental Materials,ocid,ocds-ozzobm-P000036/2025/2026/4800003002
0.releases.989.relatedProcesses.0,0.releases.989,0,P000055/2025/2026/5300000000,planning,Feasibility study for clean water pipelines for universal coverage,ocid,ocds-ozzobm-P000055/2025/2026/5300000000
0.releases.990.relatedProcesses.0,0.releases.990,0,P000052/2025/2026/0902000000,planning,Tender for acquisition of laboratory equipment under CDAT funds,ocid,ocds-ozzobm-P000052/2025/2026/0902000000
0.releases.991.relatedProcesses.0,0.releases.991,0,P000037/2025/2026/1202000000,planning,Hiring for an Individual Consultant to train NISR staff in data visualization,ocid,ocds-ozzobm-P000037/2025/2026/1202000000
0.releases.992.relatedProcesses.0,0.releases.992,0,P000007/2025/2026/2307000000,planning,Supply of office stationary and consumables,ocid,ocds-ozzobm-P000007/2025/2026/2307000000
0.releases.993.relatedProcesses.0,0.releases.993,0,P000008/2025/2026/5200003001,planning,TENDER FOR INSURANCE OF BUILDINGS AND ASSETS OF NYANZA DISTRICT HOSPITAL,ocid,ocds-ozzobm-P000008/2025/2026/5200003001
0.releases.994.relatedProcesses.0,0.releases.994,0,P000076/2023/2024/4400000000,planning,Purchase and supply of Equipmemts of ECD model,ocid,ocds-ozzobm-P000076/2023/2024/4400000000
0.releases.995.relatedProcesses.0,0.releases.995,0,P000024/2025/2026/4400000000,planning,Privatization of management of Rwanteru Slaugther House,ocid,ocds-ozzobm-P000024/2025/2026/4400000000
0.releases.996.relatedProcesses.0,0.releases.996,0,P000014/2025/2026/6100000000,planning,Supply of personal protective equipment for school under SGT Project (Pre-Primary Classrooms),ocid,ocds-ozzobm-P000014/2025/2026/6100000000
0.releases.997.relatedProcesses.0,0.releases.997,0,P000020/2025/2026/5700003002,planning,"Purchase of Non-Medical Equipment(uniforms of nurse and Midwife,driver,tables,curtins,alezes,rideaux.....)",ocid,ocds-ozzobm-P000020/2025/2026/5700003002
0.releases.998.relatedProcesses.0,0.releases.998,0,P000014/2025/2026/1808000000,planning,"Rehabilitation of non-functional rural water supply systems in Kirehe, Kayonza and Rwamagana",ocid,ocds-ozzobm-P000014/2025/2026/1808000000
0.releases.999.relatedProcesses.0,0.releases.999,0,P000007/2025/2026/1000001000,planning,"Supply, commissioning and training of laboratory equipment for establishment of molecular testing laboratory",ocid,ocds-ozzobm-P000007/2025/2026/1000001000
0.releases.1000.relatedProcesses.0,0.releases.1000,0,P000028/2023/2024/1420000000,planning,Supervision of Construction works of Rwanda Coding Academy (RCA) new campus in Nyabihu District.,ocid,ocds-ozzobm-P000028/2023/2024/1420000000
0.releases.1001.relatedProcesses.0,0.releases.1001,0,P000028/2023/2024/1420000000,planning,Supervision of Construction works of Rwanda Coding Academy (RCA) new campus in Nyabihu District.,ocid,ocds-ozzobm-P000028/2023/2024/1420000000
0.releases.1002.relatedProcesses.0,0.releases.1002,0,P000008/2025/2026/6400000000,planning,Providing Support to Community Home based-ECDs operational in parallel with VUP expanded public works,ocid,ocds-ozzobm-P000008/2025/2026/6400000000
0.releases.1003.relatedProcesses.0,0.releases.1003,0,P000058/2023/2024/1903000000,planning,Tender to supply of  Access Controls ( Centralized),ocid,ocds-ozzobm-P000058/2023/2024/1903000000
0.releases.1004.relatedProcesses.0,0.releases.1004,0,P000049/2025/2026/1305000000,planning,"Provision of Sports and Recreational Facilities for RFI Staff: Access to Gym, Aerobics, Sauna, and Swimming",ocid,ocds-ozzobm-P000049/2025/2026/1305000000
0.releases.1005.relatedProcesses.0,0.releases.1005,0,P000049/2025/2026/1305000000,planning,"Provision of Sports and Recreational Facilities for RFI Staff: Access to Gym, Aerobics, Sauna, and Swimming",ocid,ocds-ozzobm-P000049/2025/2026/1305000000
0.releases.1006.relatedProcesses.0,0.releases.1006,0,P000036/2025/2026/4800003002,planning,Purchase and Supply of  Dental Materials,ocid,ocds-ozzobm-P000036/2025/2026/4800003002
0.releases.1007.relatedProcesses.0,0.releases.1007,0,P000013/2025/2026/6400000000,planning,Execution works for Construction of Science Laboratory at Inyange Girls Schools of Science in Rulindo District,ocid,ocds-ozzobm-P000013/2025/2026/6400000000
0.releases.1008.relatedProcesses.0,0.releases.1008,0,P000013/2025/2026/6400000000,planning,Execution works for Construction of Science Laboratory at Inyange Girls Schools of Science in Rulindo District,ocid,ocds-ozzobm-P000013/2025/2026/6400000000
0.releases.1009.relatedProcesses.0,0.releases.1009,0,P000008/2025/2026/6400000000,planning,Providing Support to Community Home based-ECDs operational in parallel with VUP expanded public works,ocid,ocds-ozzobm-P000008/2025/2026/6400000000
0.releases.1010.relatedProcesses.0,0.releases.1010,0,P000009/2025/2026/0901001017,planning,Supervision of Rehabilitation MCCs,ocid,ocds-ozzobm-P000009/2025/2026/0901001017
0.releases.1011.relatedProcesses.0,0.releases.1011,0,P000231/2024/2025/1804000000,planning,Provision of Insurance Service for Government Buildings,ocid,ocds-ozzobm-P000231/2024/2025/1804000000
0.releases.1012.relatedProcesses.0,0.releases.1012,0,P000006/2023/2024/1700000000,planning,"Supply of Fuel to NPPA Vehicles, Motorcycles and Generator",ocid,ocds-ozzobm-P000006/2023/2024/1700000000
0.releases.1013.relatedProcesses.0,0.releases.1013,0,P000086/2025/2026/1203000000,planning,Supply and installation of SOCLass licenses (Framework contract).,ocid,ocds-ozzobm-P000086/2025/2026/1203000000
0.releases.1014.relatedProcesses.0,0.releases.1014,0,P000075/2023/2024/1200001000,planning,Recruitment of a Business Analyst to support IPSAS implementation in IFMIS,ocid,ocds-ozzobm-P000075/2023/2024/1200001000
0.releases.1015.relatedProcesses.0,0.releases.1015,0,P000091/2023/2024/0901001015,planning,Recruiting consultant to carry out feasibility and detailed design study for rehabilitation and improvement of Nyarubogo marshland (150ha),ocid,ocds-ozzobm-P000091/2023/2024/0901001015
0.releases.1016.relatedProcesses.0,0.releases.1016,0,P000091/2023/2024/0901001015,planning,Recruiting consultant to carry out feasibility and detailed design study for rehabilitation and improvement of Nyarubogo marshland (150ha),ocid,ocds-ozzobm-P000091/2023/2024/0901001015
0.releases.1017.relatedProcesses.0,0.releases.1017,0,P000046/2025/2026/1305000000,planning,Provision of Clearing and Forwarding Services for RFI Goods,ocid,ocds-ozzobm-P000046/2025/2026/1305000000
0.releases.1018.relatedProcesses.0,0.releases.1018,0,P000145/2025/2026/1804000000,planning,Rehabilitation of the TGI Ngoma Court Building,ocid,ocds-ozzobm-P000145/2025/2026/1804000000
0.releases.1019.relatedProcesses.0,0.releases.1019,0,P000021/2025/2026/1000000000,planning,Hiring of the Construction Company to Construct Basic Infrastructure in Musanze Industrial Park,ocid,ocds-ozzobm-P000021/2025/2026/1000000000
0.releases.1020.relatedProcesses.0,0.releases.1020,0,P000231/2024/2025/1804000000,planning,Provision of Insurance Service for Government Buildings,ocid,ocds-ozzobm-P000231/2024/2025/1804000000
0.releases.1021.relatedProcesses.0,0.releases.1021,0,P000029/2025/2026/6600003002,planning,Construction  of  public pit latrines in hospitalisation,ocid,ocds-ozzobm-P000029/2025/2026/6600003002
0.releases.1022.relatedProcesses.0,0.releases.1022,0,P000231/2024/2025/1804000000,planning,Provision of Insurance Service for Government Buildings,ocid,ocds-ozzobm-P000231/2024/2025/1804000000
0.releases.1023.relatedProcesses.0,0.releases.1023,0,P000023/2024/2025/2304000000,planning,Provision of sport and recreation facilities services,ocid,ocds-ozzobm-P000023/2024/2025/2304000000
0.releases.1024.relatedProcesses.0,0.releases.1024,0,P000231/2024/2025/1804000000,planning,Provision of Insurance Service for Government Buildings,ocid,ocds-ozzobm-P000231/2024/2025/1804000000
0.releases.1025.relatedProcesses.0,0.releases.1025,0,P000023/2024/2025/2304000000,planning,Provision of sport and recreation facilities services,ocid,ocds-ozzobm-P000023/2024/2025/2304000000
0.releases.1026.relatedProcesses.0,0.releases.1026,0,P000023/2024/2025/2304000000,planning,Provision of sport and recreation facilities services,ocid,ocds-ozzobm-P000023/2024/2025/2304000000
0.releases.1027.relatedProcesses.0,0.releases.1027,0,P000231/2024/2025/1804000000,planning,Provision of Insurance Service for Government Buildings,ocid,ocds-ozzobm-P000231/2024/2025/1804000000
0.releases.1028.relatedProcesses.0,0.releases.1028,0,P000023/2024/2025/2304000000,planning,Provision of sport and recreation facilities services,ocid,ocds-ozzobm-P000023/2024/2025/2304000000
0.releases.1029.relatedProcesses.0,0.releases.1029,0,P000022/2025/2026/5600003001,planning,Tender for ICT MAINTENANCE AND SUPPLY OF ACCESSORIES,ocid,ocds-ozzobm-P000022/2025/2026/5600003001
0.releases.1030.relatedProcesses.0,0.releases.1030,0,P000231/2024/2025/1804000000,planning,Provision of Insurance Service for Government Buildings,ocid,ocds-ozzobm-P000231/2024/2025/1804000000
0.releases.1031.relatedProcesses.0,0.releases.1031,0,P000023/2024/2025/2304000000,planning,Provision of sport and recreation facilities services,ocid,ocds-ozzobm-P000023/2024/2025/2304000000
0.releases.1032.relatedProcesses.0,0.releases.1032,0,P000023/2024/2025/2300000000,planning,Tender for security of VIP,ocid,ocds-ozzobm-P000023/2024/2025/2300000000
0.releases.1033.relatedProcesses.0,0.releases.1033,0,P000023/2025/2026/5000003003,planning,Maintenance of furnutures,ocid,ocds-ozzobm-P000023/2025/2026/5000003003
0.releases.1034.relatedProcesses.0,0.releases.1034,0,P000034/2024/2025/1204000000,planning,Provision of call center connectivity services to RPPA,ocid,ocds-ozzobm-P000034/2024/2025/1204000000
0.releases.1035.relatedProcesses.0,0.releases.1035,0,P000019/2024/2025/2305000000,planning,"Provision of Content Production, Television and Radio Broadcasting Services",ocid,ocds-ozzobm-P000019/2024/2025/2305000000
0.releases.1036.relatedProcesses.0,0.releases.1036,0,P000034/2024/2025/1204000000,planning,Provision of call center connectivity services to RPPA,ocid,ocds-ozzobm-P000034/2024/2025/1204000000
0.releases.1037.relatedProcesses.0,0.releases.1037,0,P000067/2023/2024/4100000000,planning,Assets Valuation and Properties Expropriation,ocid,ocds-ozzobm-P000067/2023/2024/4100000000
0.releases.1038.relatedProcesses.0,0.releases.1038,0,P000008/2025/2026/5200003001,planning,TENDER FOR INSURANCE OF BUILDINGS AND ASSETS OF NYANZA DISTRICT HOSPITAL,ocid,ocds-ozzobm-P000008/2025/2026/5200003001
0.releases.1039.relatedProcesses.0,0.releases.1039,0,P000019/2024/2025/2305000000,planning,"Provision of Content Production, Television and Radio Broadcasting Services",ocid,ocds-ozzobm-P000019/2024/2025/2305000000
0.releases.1040.relatedProcesses.0,0.releases.1040,0,P000076/2024/2025/5000000000,planning,Construction of RUDP II phase 4 Asphalt Road in the City of Muhanga,ocid,ocds-ozzobm-P000076/2024/2025/5000000000
0.releases.1041.relatedProcesses.0,0.releases.1041,0,P000013/2025/2026/5900003001,planning,supply of uniforms for staff,ocid,ocds-ozzobm-P000013/2025/2026/5900003001
0.releases.1042.relatedProcesses.0,0.releases.1042,0,P000021/2025/2026/2204000000,planning,Annual provisions of SSL certificates,ocid,ocds-ozzobm-P000021/2025/2026/2204000000
0.releases.1043.relatedProcesses.0,0.releases.1043,0,P000031/2025/2026/2701000000,planning,Tender for Construction of Snakes Cages and Shelter,ocid,ocds-ozzobm-P000031/2025/2026/2701000000
0.releases.1044.relatedProcesses.0,0.releases.1044,0,P000153/2025/2026/1804000000,planning,Design and Build proposed beautifications at Amahoro Stadium,ocid,ocds-ozzobm-P000153/2025/2026/1804000000
0.releases.1045.relatedProcesses.0,0.releases.1045,0,P000106/2025/2026/1804000000,planning,Framework contract for regular maintenance of all Government Buildings located countrywide.,ocid,ocds-ozzobm-P000106/2025/2026/1804000000
0.releases.1046.relatedProcesses.0,0.releases.1046,0,P000008/2023/2024/8400000000,planning,System users notification by SMS,ocid,ocds-ozzobm-P000008/2023/2024/8400000000
0.releases.1047.relatedProcesses.0,0.releases.1047,0,P000039/2025/2026/0902000001,planning,"Hiring service provider to provide technical assistance for readiness to certification for agricultural export products (Coffee, Tea and Horticulture)",ocid,ocds-ozzobm-P000039/2025/2026/0902000001
0.releases.1048.relatedProcesses.0,0.releases.1048,0,P000251/2024/2025/1804000000,planning,Consultancy services for design and supervision of urgent government constriction projects countrywide,ocid,ocds-ozzobm-P000251/2024/2025/1804000000
0.releases.1049.relatedProcesses.0,0.releases.1049,0,P000043/2025/2026/1804000000,planning,Consultancy services for design and supervision of urgent government constriction projects countrywide,ocid,ocds-ozzobm-P000043/2025/2026/1804000000
0.releases.1050.relatedProcesses.0,0.releases.1050,0,P000006/2024/2025/0800000000,planning,"printing of promotional materials services(banners,flyers,badges,business cards)",ocid,ocds-ozzobm-P000006/2024/2025/0800000000
0.releases.1051.relatedProcesses.0,0.releases.1051,0,P000004/2025/2026/0113000000,planning,Provision of internet connectivity services in RAEB offices,ocid,ocds-ozzobm-P000004/2025/2026/0113000000
0.releases.1052.relatedProcesses.0,0.releases.1052,0,P000004/2025/2026/0113000000,planning,Provision of internet connectivity services in RAEB offices,ocid,ocds-ozzobm-P000004/2025/2026/0113000000
0.releases.1053.relatedProcesses.0,0.releases.1053,0,P000056/2025/2026/1903000000,planning,Framework agreement (centralized) to supply and installation of display equipment,ocid,ocds-ozzobm-P000056/2025/2026/1903000000
0.releases.1054.relatedProcesses.0,0.releases.1054,0,P000019/2025/2026/1903000000,planning,"A framework agreement for ICT equipment maintenance, support, and spare parts supply to governemt institutions",ocid,ocds-ozzobm-P000019/2025/2026/1903000000
0.releases.1055.relatedProcesses.0,0.releases.1055,0,P000058/2023/2024/1903000000,planning,Tender to supply of  Access Controls ( Centralized),ocid,ocds-ozzobm-P000058/2023/2024/1903000000
0.releases.1056.relatedProcesses.0,0.releases.1056,0,P000059/2025/2026/1903000000,planning,Centralized framework agreement for supplying USSD and SMS services to government entities.,ocid,ocds-ozzobm-P000059/2025/2026/1903000000
0.releases.1057.relatedProcesses.0,0.releases.1057,0,P000011/2025/2026/2900000000,planning,Hiring a service provider for codification of MoE assets,ocid,ocds-ozzobm-P000011/2025/2026/2900000000
0.releases.1058.relatedProcesses.0,0.releases.1058,0,P000004/2024/2025/0829000000,planning,Provision of advertising and media services to promote GoR activities,ocid,ocds-ozzobm-P000004/2024/2025/0829000000
0.releases.1059.relatedProcesses.0,0.releases.1059,0,P000209/2023/2024/1804000000,planning,"Supervision of External Works, Playgrounds and Fencing of 2 TVET Schools on Borders in GIcumbi District.",ocid,ocds-ozzobm-P000209/2023/2024/1804000000
0.releases.1060.relatedProcesses.0,0.releases.1060,0,P000057/2025/2026/0901001015,planning,Production of Audio Visual Communication Materials (Hiring Knowledge Management and Communication Firm),ocid,ocds-ozzobm-P000057/2025/2026/0901001015
0.releases.1061.relatedProcesses.0,0.releases.1061,0,P000028/2025/2026/4700000000,planning,"Annual framework tender for maintenance and assembly service of office equipments,chairs,table for Huye District",ocid,ocds-ozzobm-P000028/2025/2026/4700000000
