_link,_link_releases,_link_releases_contracts,_link_main,id,date,description,rationale
0.releases.607.contracts.0.amendments.8,0.releases.607,0.releases.607.contracts.0,0,ocds-ozzobm-000003/C/IRT/2023/2024/2305000000-CP-090720251126-5JEdkDUMt4,2025-07-09T11:26:16Z,"CONTRACT AMENDMENT ON CONSULTANCY SERVICES

This Consultancy Services Contract amendment hereinafter referred to as the “Contract amendment No 2” intends to amend the contract and its amendments and entered into by and between:
Local Administrative Entities Development Agency (LODA) and UNITED CONTRACTORS Ltd, hereinafter referred to as the “Consultant” on the other part,
Pursuant to the, Contract No. 01 -000003/C/IRT/2023/2024/LODA signed on 17 February, 2025 between LODA and UNITED CONTRACTORS Ltd, for the Consultancy Services for Construction Supervision (CSC) for RUDP II Phase 4 Infrastructure in Six Secondary Cities and its amendments, especially in its article 20.1 “Contract Price”; and in its article 22.1, 22.2 and 22.3 “Contract Amendments”;

Basing on the Internal MEMO from UIDP Program manager of April 30th, 2025 requesting LODA management to increase the number of foremen from 6 to 15 (i.e.  9 additional foremen) as expressed by the Consultant in order to keep quality standards and other positive aspects during the works project execution;

Basing also on the Internal MEMO from UIDP Program manager of June 11th, 2025 requesting LODA management requesting for the replacements of the following Key personnel: Geotechnical/Materials Engineer, Assistant Resident Engineer, Social Safeguard Specialist and Environmental Safeguard Specialist; 

Basing on the letter No. UCL/MD/LODA/Client/002/2025 of 18th April 2025 from UNITED CONTRACTORS Ltd request addition two foreman for Musanze, Rubavu and Muhanga District and one additional foreman for Rusizi, Huye and Nyagatare District respectivelly;

Basing also on the letter No. 02/UCL/MD/RUDPIIPHASE-Client/2025 of 10th June 2025 from UNITED CONTRACTORS Ltd requesting for the replacements of the following Key personnel: Geotechnical/Materials Engineer, Assistant Resident Engineer, Social Safeguard Specialist and Environmental Safeguard Specialist; 
 
Basing on the minutes of LODA Public Tender Committee recommending that the requested staff reinforcement be granted to the Consultant (UNITED CONTRACTORS Ltd) in order to facilitate the smoother implementation and ensure timely completion of the project and after the comparison profile analysis of the proposed new key staff;

Basing also to the minutes of the Public Tender Committee approved the proposed staff changes following the evaluation of the Consultant’s request and qualifications of the proposed new key personnel as follows:
1.	Assistant Resident Engineer: Muhirwa Adolphe replaces Safari Jean De Dieu, 
2.	Geotechnical/Materials Engineer: Rutayisire Jean Claude replaces Hitayezu Doninique
3.	Environmental Safeguard Specialist: Etienne Musemakweli replaces Mushimiyimana Dieudonne
4.	Social safeguard Specialist: Neza Irene replaces Semucyo Jean Bosco.

PURPOSE OF THE AMENDMENT
This Amendment aims to:
•	Increase the number of foremen from six (6) to fifteen (15), with corresponding adjustments in time input and remuneration;
•	Replace four key personnel, specifically:
o	Geotechnical/Materials Engineer
o	Assistant Resident Engineer
o	Social Safeguard Specialist
o	Environmental Safeguard Specialist
These changes are intended to enhance quality supervision and facilitate the timely and effective completion of the works.


","CONTRACT AMENDMENT ON CONSULTANCY SERVICES

This Consultancy Services Contract amendment hereinafter referred to as the “Contract amendment No 2” intends to amend the contract and its amendments and entered into by and between:
Local Administrative Entities Development Agency (LODA) and UNITED CONTRACTORS Ltd, hereinafter referred to as the “Consultant” on the other part,
Pursuant to the, Contract No. 01 -000003/C/IRT/2023/2024/LODA signed on 17 February, 2025 between LODA and UNITED CONTRACTORS Ltd, for the Consultancy Services for Construction Supervision (CSC) for RUDP II Phase 4 Infrastructure in Six Secondary Cities and its amendments, especially in its article 20.1 “Contract Price”; and in its article 22.1, 22.2 and 22.3 “Contract Amendments”;

Basing on the Internal MEMO from UIDP Program manager of April 30th, 2025 requesting LODA management to increase the number of foremen from 6 to 15 (i.e.  9 additional foremen) as expressed by the Consultant in order to keep quality standards and other positive aspects during the works project execution;

Basing also on the Internal MEMO from UIDP Program manager of June 11th, 2025 requesting LODA management requesting for the replacements of the following Key personnel: Geotechnical/Materials Engineer, Assistant Resident Engineer, Social Safeguard Specialist and Environmental Safeguard Specialist; 

Basing on the letter No. UCL/MD/LODA/Client/002/2025 of 18th April 2025 from UNITED CONTRACTORS Ltd request addition two foreman for Musanze, Rubavu and Muhanga District and one additional foreman for Rusizi, Huye and Nyagatare District respectivelly;

Basing also on the letter No. 02/UCL/MD/RUDPIIPHASE-Client/2025 of 10th June 2025 from UNITED CONTRACTORS Ltd requesting for the replacements of the following Key personnel: Geotechnical/Materials Engineer, Assistant Resident Engineer, Social Safeguard Specialist and Environmental Safeguard Specialist; 
 
Basing on the minutes of LODA Public Tender Committee recommending that the requested staff reinforcement be granted to the Consultant (UNITED CONTRACTORS Ltd) in order to facilitate the smoother implementation and ensure timely completion of the project and after the comparison profile analysis of the proposed new key staff;

Basing also to the minutes of the Public Tender Committee approved the proposed staff changes following the evaluation of the Consultant’s request and qualifications of the proposed new key personnel as follows:
1.	Assistant Resident Engineer: Muhirwa Adolphe replaces Safari Jean De Dieu, 
2.	Geotechnical/Materials Engineer: Rutayisire Jean Claude replaces Hitayezu Doninique
3.	Environmental Safeguard Specialist: Etienne Musemakweli replaces Mushimiyimana Dieudonne
4.	Social safeguard Specialist: Neza Irene replaces Semucyo Jean Bosco.

PURPOSE OF THE AMENDMENT
This Amendment aims to:
•	Increase the number of foremen from six (6) to fifteen (15), with corresponding adjustments in time input and remuneration;
•	Replace four key personnel, specifically:
o	Geotechnical/Materials Engineer
o	Assistant Resident Engineer
o	Social Safeguard Specialist
o	Environmental Safeguard Specialist
These changes are intended to enhance quality supervision and facilitate the timely and effective completion of the works.


"
0.releases.608.contracts.0.amendments.0,0.releases.608,0.releases.608.contracts.0,0,ocds-ozzobm-000002/G/NCB/2023/2024/2315000000-CP-060120261243-r0WKo5C9O9,2026-01-06T12:43:42Z,"The object of this contract is to renew (1st renewal) the contract for the acquisition of tyres for OBVANS as specified in the Appendix I: list of goods and technical specifications in accordance with their specifications detailed in Appendix I of this initial contract constituting the integral part of this renewal.   
DATE OF CONTRACT: 4TH JANUARY 2025 – 4TH JANUARY 2026
","The object of this contract is to renew (1st renewal) the contract for the acquisition of tyres for OBVANS as specified in the Appendix I: list of goods and technical specifications in accordance with their specifications detailed in Appendix I of this initial contract constituting the integral part of this renewal.   
DATE OF CONTRACT: 4TH JANUARY 2025 – 4TH JANUARY 2026
"
0.releases.608.contracts.0.amendments.1,0.releases.608,0.releases.608.contracts.0,0,ocds-ozzobm-000002/G/NCB/2023/2024/2315000000-CP-070120261109-Rn4I9RBsjD,2026-01-07T11:09:09Z,"The object of this contract is to renew (2nd renewal) the contract for the acquisition of tyres for OBVANS as specified in the Appendix I: list of goods and technical specifications in accordance with their specifications detailed in Appendix I of this initial contract constituting the integral part of this renewal.   
DATE OF CONTRACT: 4TH JANUARY 2026 – 3rd JANUARY 2027
","The object of this contract is to renew (2nd renewal) the contract for the acquisition of tyres for OBVANS as specified in the Appendix I: list of goods and technical specifications in accordance with their specifications detailed in Appendix I of this initial contract constituting the integral part of this renewal.   
DATE OF CONTRACT: 4TH JANUARY 2026 – 3rd JANUARY 2027
"
0.releases.608.contracts.0.amendments.2,0.releases.608,0.releases.608.contracts.0,0,ocds-ozzobm-000002/G/NCB/2023/2024/2315000000-CP-070120261243-Na9HANlvyL,2026-01-07T12:43:50Z,"The object of this contract is to renew (2nd renewal) the contract for the acquisition of tyres for OBVANS as specified in the Appendix I: list of goods and technical specifications in accordance with their specifications detailed in Appendix I of this initial contract constituting the integral part of this renewal.   
DATE OF CONTRACT: 4TH JANUARY 2026 – 3rd JANUARY 2027
","The object of this contract is to renew (2nd renewal) the contract for the acquisition of tyres for OBVANS as specified in the Appendix I: list of goods and technical specifications in accordance with their specifications detailed in Appendix I of this initial contract constituting the integral part of this renewal.   
DATE OF CONTRACT: 4TH JANUARY 2026 – 3rd JANUARY 2027
"
0.releases.621.contracts.0.amendments.0,0.releases.621,0.releases.621.contracts.0,0,ocds-ozzobm-000013/C/NCB/2023/2024/7000000000-CP-231220251744-8MHfT1ySwF,2025-12-23T17:44:35Z,"The duration of the main contract is extended to 26/09/2025
The duration of the Main Contract and it's amendment is extended to 26/12/2025 at no additional cost.

Amendment N0 2

1. This contract amendment has no cost implication 
2. The contract period is extended for two months, starting from 27/12/2025 up to 26/02/2026 according to the requests of consultant, User Department and PTC's resolution all herewith attached.


Note: Apart from this point amended above-mentioned, all other articles of the initial contract remain unchanged.","The duration of the main contract is extended to 26/09/2025
The duration of the Main Contract and it's amendment is extended to 26/12/2025 at no additional cost.

Amendment N0 2

1. This contract amendment has no cost implication 
2. The contract period is extended for two months, starting from 27/12/2025 up to 26/02/2026 according to the requests of consultant, User Department and PTC's resolution all herewith attached.


Note: Apart from this point amended above-mentioned, all other articles of the initial contract remain unchanged."
0.releases.621.contracts.0.amendments.1,0.releases.621,0.releases.621.contracts.0,0,ocds-ozzobm-000013/C/NCB/2023/2024/7000000000-CP-060120260931-W7FYHEcPbE,2026-01-06T09:31:08Z,"The duration of the main contract is extended to 26/09/2025
The duration of the Main Contract and it's amendment is extended to 26/12/2025 at no additional cost.

Amendment N0 2

1. This contract amendment has no cost implication 
2. The contract period is extended for two months, starting from 27/12/2025 up to 26/02/2026 according to the requests of consultant, User Department and PTC's resolution all herewith attached.


Note: Apart from this point amended above-mentioned, all other articles of the initial contract remain unchanged.","The duration of the main contract is extended to 26/09/2025
The duration of the Main Contract and it's amendment is extended to 26/12/2025 at no additional cost.

Amendment N0 2

1. This contract amendment has no cost implication 
2. The contract period is extended for two months, starting from 27/12/2025 up to 26/02/2026 according to the requests of consultant, User Department and PTC's resolution all herewith attached.


Note: Apart from this point amended above-mentioned, all other articles of the initial contract remain unchanged."
0.releases.621.contracts.0.amendments.2,0.releases.621,0.releases.621.contracts.0,0,ocds-ozzobm-000013/C/NCB/2023/2024/7000000000-CP-240920251154-q7uDnjszRs,2025-09-24T11:54:49Z,"The duration of the main contract is extended to 26/09/2025
The duration of the Main Contract and it's amendment is extended to 26/11/2025 at no additional cost.","The duration of the main contract is extended to 26/09/2025
The duration of the Main Contract and it's amendment is extended to 26/11/2025 at no additional cost."
0.releases.621.contracts.0.amendments.3,0.releases.621,0.releases.621.contracts.0,0,ocds-ozzobm-000013/C/NCB/2023/2024/7000000000-CP-260920251705-tMxSYPmeDY,2025-09-26T17:05:03Z,"The duration of the main contract is extended to 26/09/2025
The duration of the Main Contract and it's amendment is extended to 26/11/2025 at no additional cost.","The duration of the main contract is extended to 26/09/2025
The duration of the Main Contract and it's amendment is extended to 26/11/2025 at no additional cost."
0.releases.621.contracts.0.amendments.4,0.releases.621,0.releases.621.contracts.0,0,ocds-ozzobm-000013/C/NCB/2023/2024/7000000000-CP-110620250800-i5ZaaEbVJ1,2025-06-11T08:00:55Z,"First Contract amendment.
 
1. This amendment has no cost implication 
2. The contract period is extended for three months, starting from 27/06/2025 up to 26/09/2025 according to the User Department's request and PTC's resolution all herewith attached.
3. Apart from the extension of the contract period, all other articles of this contract remain unchanged.","First Contract amendment.
 
1. This amendment has no cost implication 
2. The contract period is extended for three months, starting from 27/06/2025 up to 26/09/2025 according to the User Department's request and PTC's resolution all herewith attached.
3. Apart from the extension of the contract period, all other articles of this contract remain unchanged."
0.releases.621.contracts.0.amendments.5,0.releases.621,0.releases.621.contracts.0,0,ocds-ozzobm-000013/C/NCB/2023/2024/7000000000-CP-261120250619-ytCY3bBEjK,2025-11-26T06:19:42Z,"The duration of the main contract is extended to 26/09/2025
The duration of the Main Contract and it's amendment is extended to 26/12/2025 at no additional cost.","The duration of the main contract is extended to 26/09/2025
The duration of the Main Contract and it's amendment is extended to 26/12/2025 at no additional cost."
0.releases.621.contracts.0.amendments.6,0.releases.621,0.releases.621.contracts.0,0,ocds-ozzobm-000013/C/NCB/2023/2024/7000000000-CP-251120251802-pOQPAM6kOE,2025-11-25T18:02:08Z,"The duration of the main contract is extended to 26/09/2025
The duration of the Main Contract and it's amendment is extended to 26/12/2025 at no additional cost.","The duration of the main contract is extended to 26/09/2025
The duration of the Main Contract and it's amendment is extended to 26/12/2025 at no additional cost."
0.releases.621.contracts.0.amendments.7,0.releases.621,0.releases.621.contracts.0,0,ocds-ozzobm-000013/C/NCB/2023/2024/7000000000-CP-180620251746-j6xLWKFAIV,2025-06-18T17:46:08Z,"First Contract amendment.
 
1. This amendment has no cost implication 
2. The contract period is extended for three months, starting from 27/06/2025 up to 26/09/2025 according to the User Department's request and PTC's resolution all herewith attached.
3. Apart from the extension of the contract period, all other articles of this contract remain unchanged.","First Contract amendment.
 
1. This amendment has no cost implication 
2. The contract period is extended for three months, starting from 27/06/2025 up to 26/09/2025 according to the User Department's request and PTC's resolution all herewith attached.
3. Apart from the extension of the contract period, all other articles of this contract remain unchanged."
